,accrual_date,maturity_date,interest_payment_freuency,original_coupon_rate,nominal_value,accrual_compounding_method,business_day_convention_code
55242,null,null,1,null,1000.000000,6,5
55243,null,null,1,null,1000.000000,6,5
55244,null,null,1,null,1000.000000,6,5
55245,null,null,1,null,1000.000000,6,5
55246,null,2022-03-25,null,null,null,null,null
55247,null,2022-12-06,null,0.0000000,null,null,null
55248,null,null,1,null,1000.000000,6,5
55249,2020-12-04,2022-12-07,2,9.5100000,1000.000000,4,5
55250,null,2022-05-23,null,null,null,null,null
55251,null,2023-02-23,null,0.0000000,null,null,null
55252,2020-10-29,2030-01-31,5,27.3600000,null,null,5
55253,2020-03-11,2023-03-11,3,3.0200000,100.000000,null,5
55254,null,null,1,null,1000.000000,6,5
55255,null,null,1,null,1000.000000,6,5
55256,2020-11-02,2022-11-02,5,null,1000.000000,null,5
55257,2021-09-30,2024-09-30,5,null,null,null,null
55258,null,null,1,null,1000.000000,6,5
55259,null,null,1,null,1000.000000,6,5
55260,null,2022-03-24,null,null,null,null,null
55261,null,null,1,null,1000.000000,6,5
55262,null,null,1,null,1000.000000,6,5
55263,null,null,1,null,1000.000000,6,5
55264,null,null,1,null,1000.000000,6,3
55265,null,2022-03-24,null,null,null,null,null
55266,2005-04-21,2030-05-01,1,0.0000000,1000.000000,6,2
55267,null,null,1,null,1000.000000,6,5
55268,null,null,1,null,1000.000000,6,5
55269,null,null,1,null,1000.000000,6,5
55270,null,null,1,null,1000.000000,6,5
55271,null,2022-12-06,null,0.0000000,null,null,null
55272,null,null,1,null,1000.000000,6,5
55273,null,null,1,null,1000.000000,6,5
55274,2003-07-30,2028-11-10,1,0.0000000,1000.000000,6,2
55275,2020-06-03,2023-05-31,3,1.5000000,1000.000000,1,5
55276,null,null,1,null,1000.000000,6,5
55277,null,2023-11-16,36,null,null,null,null
55278,2021-11-24,2024-11-25,5,4.0000000,null,null,5
55279,null,2022-10-10,null,0.0000000,1000.000000,null,null
55280,2006-02-21,2036-02-22,1,12.0000000,100000000.000000,null,null
55281,null,null,1,null,1000.000000,6,5
55282,2021-10-19,2022-10-27,2,5.0004000,null,null,5
55283,null,2025-01-06,null,0.0000000,1000.000000,null,null
55284,null,2022-03-24,null,null,null,null,null
55285,null,null,1,null,1000.000000,6,5
55286,null,null,1,null,1000.000000,6,3
55287,null,null,1,null,1000.000000,6,5
55288,null,2023-03-16,5,9.9100000,null,null,null
55289,null,null,1,null,1000.000000,6,5
55290,null,null,1,null,1000.000000,6,5
55291,null,null,1,null,1000.000000,6,3
55292,null,null,1,null,1000.000000,6,5
55293,null,2022-03-25,null,null,null,null,null
55294,null,2022-03-25,null,null,null,null,null
55295,null,2022-03-24,null,null,null,null,null
55296,null,null,1,null,1000.000000,6,5
55297,2020-03-16,2023-03-16,3,2.9800000,100.000000,null,5
55298,null,null,null,null,null,null,null
55299,2020-11-02,2023-11-02,5,null,1000.000000,null,5
55300,null,null,1,null,1000.000000,6,5
55301,null,null,1,null,1000.000000,6,5
55302,null,2022-03-09,null,0.0000000,null,null,null
55303,null,null,1,null,1000.000000,6,5
55304,null,2022-11-28,null,0.0000000,100.000000,null,null
55305,null,2026-08-17,null,null,null,null,null
55306,null,null,1,null,1000.000000,6,5
55307,null,2031-01-22,null,0.0000000,1.000000,null,null
55308,null,null,1,null,1000.000000,6,3
55309,null,null,1,null,1000.000000,6,5
55310,null,2022-03-24,null,null,null,null,null
55311,2020-11-23,2030-11-23,3,2.3000000,1000.000000,null,5
55312,null,null,1,null,1000.000000,6,5
55313,2017-03-30,2024-03-28,3,0.0000000,1000.000000,1,5
55314,2009-03-11,2051-03-06,1,0.0000000,1000.000000,6,2
55315,null,null,1,null,1000.000000,6,5
55316,null,2022-03-24,null,null,null,null,null
55317,null,2022-03-25,null,null,null,null,null
55318,2007-03-26,2037-04-01,1,5.8750000,1000.000000,6,5
55319,null,null,1,null,1000.000000,6,5
55320,null,2022-03-24,null,null,null,null,null
55321,null,2022-08-05,null,null,null,null,null
55322,null,null,1,null,1000.000000,6,5
55323,null,null,1,null,1000.000000,6,3
55324,null,null,1,null,1000.000000,6,5
55325,null,null,1,null,1000.000000,6,3
55326,null,null,1,null,1000.000000,6,3
55327,null,null,1,null,1000.000000,6,5
55328,null,null,1,null,1000.000000,6,5
55329,null,2026-01-23,null,0.0000000,1000.000000,null,null
55330,null,2022-03-23,null,0.0000000,null,null,null
55331,null,2022-06-15,null,0.0000000,1000.000000,null,null
55332,null,null,1,null,1000.000000,6,5
55333,null,2022-03-24,null,null,null,null,null
55334,null,null,1,null,1000.000000,6,5
55335,null,2023-03-27,5,12.0000000,null,null,null
55336,null,2022-08-17,null,0.0000000,100.000000,null,null
55337,2022-03-02,2023-02-22,36,4.0000000,1000.000000,null,5
55338,null,2022-03-25,null,null,null,null,null
55339,null,2022-03-25,null,null,null,null,null
55340,null,2021-08-16,null,0.0000000,100.000000,null,null
55341,null,null,1,null,1000.000000,6,5
55342,2003-02-19,2018-02-19,2,5.5000000,1000.000000,4,3
55343,null,null,1,null,1000.000000,6,5
55344,2020-11-03,2024-07-01,5,0.6200000,10000.000000,null,5
55345,2020-03-16,2030-03-16,3,4.1500000,100.000000,null,5
55346,null,null,1,null,1000.000000,6,3
55347,null,2022-08-05,null,null,null,null,null
55348,2022-02-22,2022-11-20,36,2.0000000,100.000000,null,5
55349,null,null,1,null,1000.000000,6,5
55350,null,null,1,null,1000.000000,6,5
55351,null,null,1,null,1000.000000,6,5
55352,null,null,1,null,1000.000000,6,3
55353,2020-12-10,2023-12-11,5,5.0000000,null,null,5
55354,null,null,1,null,1000.000000,6,3
55355,null,2022-03-24,null,null,null,null,null
55356,null,2022-03-25,null,null,null,null,null
55357,2008-06-19,2056-12-25,2,2.9825000,10000.000000,null,2
55358,null,null,1,null,1000.000000,6,5
55359,null,null,1,null,1000.000000,6,5
55360,2005-09-15,2028-09-15,1,7.8000000,1000.000000,6,5
55361,null,null,1,null,1000.000000,6,5
55362,null,2022-03-24,null,null,null,null,null
55363,null,2022-03-24,null,null,null,null,null
55364,null,null,1,null,1000.000000,6,5
55365,2020-10-02,2022-10-04,1,null,null,null,5
55366,null,2022-11-21,null,null,null,null,null
55367,null,2022-03-06,null,0.0000000,null,null,null
55368,null,2022-03-25,null,null,null,null,null
55369,2022-03-09,2024-03-18,1,null,10000.000000,null,2
55370,null,2022-05-17,null,0.0000000,100.000000,null,null
55371,null,2023-01-25,null,0.0000000,1000.000000,null,null
55372,2020-10-28,2027-10-28,5,3.8400000,100000.000000,null,2
55373,null,2022-08-05,null,null,null,null,null
55374,null,null,1,null,1000.000000,6,5
55375,2021-08-27,2025-08-28,1,3.7500000,1000.000000,6,5
55376,null,null,1,null,1000.000000,6,3
55377,2015-02-27,2030-02-27,5,9.0000000,1000.000000,5,5
55378,null,2022-03-25,null,null,null,null,null
55379,null,2022-03-24,null,null,null,null,null
55380,null,2022-03-24,null,null,null,null,null
55381,null,2022-05-12,null,null,null,null,null
55382,null,null,1,null,1000.000000,6,3
55383,null,null,1,null,1000.000000,6,3
55384,null,2022-03-24,null,null,null,null,null
55385,null,2022-03-25,null,null,null,null,null
55386,null,2022-11-21,null,null,null,null,null
55387,null,null,1,null,1000.000000,6,5
55388,null,2022-03-25,null,null,null,null,null
55389,null,null,1,null,1000.000000,6,5
55390,null,2022-09-28,1,12.2600000,null,null,null
55391,null,2022-07-04,5,9.8800000,null,null,null
55392,2000-06-30,2010-06-30,5,null,100000.000000,null,2
55393,2022-02-21,2022-11-20,36,2.9400000,100.000000,null,5
55394,null,null,1,null,1000.000000,6,5
55395,null,null,1,null,1000.000000,6,5
55396,null,2022-03-24,null,null,null,null,null
55397,null,2025-03-12,null,null,null,null,null
55398,null,2022-03-24,null,null,null,null,null
55399,null,2023-02-27,36,4.9500000,null,null,null
55400,null,2022-05-12,null,null,null,null,null
55401,null,2022-08-05,null,null,null,null,null
55402,null,null,1,null,1000.000000,6,5
55403,null,2022-03-25,null,null,null,null,null
55404,2021-11-10,2022-11-16,2,15.0000000,null,null,5
55405,null,2022-03-25,null,null,null,null,null
55406,null,null,1,null,1000.000000,6,3
55407,null,null,1,null,1000.000000,6,5
55408,null,2022-11-21,null,null,null,null,null
55409,null,null,1,null,1000.000000,6,3
55410,null,null,1,null,1000.000000,6,3
55411,null,2022-09-21,null,0.0000000,1000.000000,null,null
55412,2020-11-06,2028-11-06,3,0.0500000,100000.000000,null,5
55413,null,2023-11-03,null,0.0000000,null,null,null
55414,null,2023-04-05,null,0.0000000,1000.000000,null,null
55415,2021-12-07,2022-06-07,2,30.5300000,null,null,5
55416,null,2026-12-10,null,0.0000000,null,null,null
55417,null,2022-05-12,null,null,null,null,null
55418,null,2022-03-25,null,null,null,null,null
55419,null,2022-03-24,null,null,null,null,null
55420,null,2022-03-25,null,null,null,null,null
55421,null,2022-11-25,null,null,null,null,null
55422,2021-11-25,2036-11-25,3,2.3000000,100000.000000,null,5
55423,null,2022-08-01,null,null,null,null,null
55424,2001-05-10,2035-02-10,null,null,100000.000000,null,null
55425,null,2023-03-24,null,null,null,null,null
55426,2020-11-03,2022-05-03,5,null,null,null,2
55427,null,null,1,null,1000.000000,6,3
55428,2006-03-27,2036-03-28,1,10.0000000,100000000.000000,null,5
55429,null,2023-06-14,5,8.6000000,null,null,null
55430,null,2022-03-25,null,null,null,null,null
55431,2022-02-23,2039-02-23,1,7.1300000,10000.000000,null,5
55432,2021-04-20,2022-04-25,2,8.0004000,null,null,5
55433,null,null,1,null,1000.000000,6,5
55434,null,2022-03-25,null,null,null,null,null
55435,null,null,1,null,1000.000000,6,3
55436,null,null,1,null,1000.000000,6,3
55437,2014-06-27,2034-06-27,5,13.0000000,1000.000000,5,2
55438,null,2022-05-13,null,null,null,null,null
55439,null,2022-03-24,null,null,null,null,null
55440,null,2022-03-07,2,4.0000000,null,null,null
55441,null,2028-12-15,null,0.0000000,100.000000,null,null
55442,null,2022-05-04,null,0.0000000,null,null,null
55443,null,2022-03-24,null,null,null,null,null
55444,null,2022-03-23,null,null,null,null,null
55445,null,2022-03-09,null,0.0000000,null,null,null
55446,2021-11-30,2022-03-02,2,8.0004000,null,null,5
55447,null,null,1,null,1000.000000,6,5
55448,null,2022-06-03,null,0.0000000,null,null,null
55449,2022-03-02,2023-02-22,36,20.0000000,1000.000000,null,5
55450,null,null,1,null,1000.000000,6,5
55451,2020-09-23,2027-09-23,1,1.0000000,1000.000000,6,5
55452,null,2022-03-24,null,null,null,null,null
55453,null,null,1,null,1000.000000,6,3
55454,null,2022-06-07,null,11.7722000,null,null,null
55455,2021-11-24,2023-11-24,1,null,null,null,5
55456,null,2022-06-01,null,null,null,null,null
55457,null,2022-05-11,null,null,null,null,null
55458,2022-03-02,2022-09-08,2,15.1596000,null,null,2
55459,2020-11-02,2022-11-02,5,7.0000000,1000.000000,null,5
55460,null,2022-04-06,36,5.0000000,null,null,null
55461,null,null,1,null,1000.000000,6,3
55462,2021-11-19,2022-06-23,36,3.0000000,1000.000000,null,5
55463,null,null,1,null,1000.000000,6,3
55464,null,null,1,null,1000.000000,6,5
55465,null,2022-08-12,null,0.0000000,null,null,null
55466,null,2028-08-15,1,7.6300000,1000.000000,6,5
55467,null,2022-03-24,null,null,null,null,null
55468,null,2022-08-22,null,null,null,null,null
55469,null,null,1,null,1000.000000,null,5
55470,null,null,1,null,1000.000000,6,5
55471,2020-10-30,2040-09-30,1,0.4000000,10000.000000,null,4
55472,2021-04-28,2022-05-02,35,6.0000000,10000.000000,null,2
55473,null,2022-04-13,null,0.0000000,null,null,null
55474,null,2022-03-24,null,null,null,null,null
55475,null,2022-11-29,null,null,null,null,null
55476,1997-12-19,2027-12-20,1,6.3200000,1000.000000,6,5
55477,null,2022-08-26,null,0.0000000,100.000000,null,null
55478,null,2022-06-08,null,0.0000000,null,null,null
55479,2020-10-30,2024-10-30,3,4.0000000,1000.000000,null,5
55480,null,null,1,null,1000.000000,6,5
55481,null,null,1,null,1000.000000,6,3
55482,2022-03-01,2024-03-01,1,null,1000.000000,6,5
55483,null,2022-03-15,null,0.0000000,1000.000000,null,null
55484,null,null,1,null,1000.000000,6,5
55485,null,null,1,null,1000.000000,6,5
55486,null,2022-12-23,null,null,null,null,null
55487,2005-12-22,2025-12-31,1,2.6970000,1000.000000,null,5
55488,null,null,1,null,1000.000000,6,5
55489,null,2022-03-24,null,null,null,null,null
55490,null,null,1,null,1000.000000,6,3
55491,null,2022-08-16,null,null,null,null,null
55492,null,2022-11-02,5,7.2000000,null,null,null
55493,null,2022-06-02,null,null,null,null,null
55494,null,null,1,null,1000.000000,6,5
55495,2022-03-22,2022-09-22,2,4.4500000,null,null,5
55496,2021-05-26,2036-05-26,5,6.6600000,1000.000000,5,2
55497,null,null,1,null,1000.000000,6,5
55498,2021-12-02,2022-12-02,2,10.0000000,null,null,5
55499,null,2022-09-09,5,17.9874000,null,null,null
55500,null,2022-03-25,null,null,null,null,null
55501,2022-03-02,2022-08-31,36,3.0000000,1000.000000,null,5
55502,2021-11-30,2022-09-02,2,27.7104000,null,null,5
55503,null,2024-01-19,3,6.5000000,null,null,null
55504,null,2022-03-25,null,null,null,null,null
55505,null,2022-06-22,null,0.0000000,null,null,null
55506,null,null,1,null,1000.000000,6,3
55507,null,null,1,null,1000.000000,6,5
55508,null,2023-03-24,null,null,null,null,null
55509,null,null,1,null,1000.000000,6,5
55510,2007-07-17,2037-08-17,null,null,null,null,null
55511,null,2022-09-23,null,0.0000000,null,null,null
55512,null,2022-08-22,null,null,null,null,null
55513,2022-02-28,2022-05-03,36,0.7200000,null,null,5
55514,null,null,1,null,1000.000000,6,5
55515,2021-08-13,2025-08-06,5,null,null,null,5
55516,null,null,1,null,1000.000000,6,3
55517,null,2022-06-03,null,null,null,null,null
55518,null,null,1,null,1000.000000,6,5
55519,2021-04-21,2022-05-27,36,5.8000000,1000.000000,null,5
55520,2021-10-26,2027-05-01,1,7.7500000,1000.000000,6,5
55521,null,2022-09-29,null,0.0000000,1000.000000,null,null
55522,null,2022-09-12,null,null,null,null,null
55523,null,2022-05-17,null,0.0000000,100.000000,null,null
55524,null,null,1,null,1000.000000,6,5
55525,null,2022-03-25,null,null,null,null,null
55526,2021-11-23,2022-11-28,2,11.0100000,null,null,5
55527,2021-12-01,2022-09-06,2,11.3600000,null,null,2
55528,null,null,1,null,1000.000000,6,3
55529,null,2022-08-22,null,null,null,null,null
55530,null,null,1,null,1000.000000,6,3
55531,null,2022-08-22,null,null,null,null,null
55532,2007-08-15,2085-08-15,5,null,1000.000000,5,5
55533,null,2022-03-24,null,null,null,null,null
55534,null,2012-02-27,null,null,null,null,null
55535,null,null,1,null,1000.000000,6,5
55536,null,2022-03-08,36,null,null,null,null
55537,null,2050-12-31,null,null,1.000000,null,null
55538,null,null,1,null,1000.000000,6,3
55539,null,2022-10-07,null,null,null,null,null
55540,null,2022-06-24,null,0.0000000,null,null,null
55541,null,2022-06-02,null,0.0000000,1000.000000,null,null
55542,2020-11-11,2029-01-11,3,1.1250000,1000.000000,null,5
55543,null,null,1,null,1000.000000,6,5
55544,2020-03-25,2027-03-25,1,3.7500000,1000.000000,6,5
55545,2020-08-06,2022-08-04,35,18.0000000,1000.000000,null,5
55546,null,null,1,null,1000.000000,6,5
55547,2022-03-09,2023-03-13,2,8.0000000,null,null,5
55548,null,null,1,null,1000.000000,6,3
55549,null,2022-03-24,null,null,null,null,null
55550,null,null,1,null,1000.000000,6,5
55551,null,null,1,null,1000.000000,6,5
55552,2022-03-02,2022-11-23,36,5.0000000,1000.000000,null,5
55553,2022-03-10,2022-06-14,2,13.5000000,null,null,5
55554,null,null,1,null,1000.000000,6,3
55555,2021-11-30,2022-03-02,null,12.0000000,null,null,5
55556,null,2022-12-07,null,0.0000000,null,null,null
55557,null,2022-03-25,null,null,null,null,null
55558,null,2009-08-10,null,null,null,null,null
55559,2021-11-30,2022-03-02,2,33.0000000,null,null,5
55560,2021-08-13,2022-09-15,2,8.0004000,null,null,5
55561,null,2022-11-21,null,null,null,null,null
55562,2021-11-01,2022-09-23,36,18.3000000,1000.000000,null,5
55563,null,null,1,null,1000.000000,6,3
55564,null,null,1,null,1000.000000,6,3
55565,null,null,1,null,1000.000000,6,5
55566,null,null,1,null,1000.000000,6,5
55567,2021-11-26,2022-03-31,2,0.6675000,null,null,5
55568,null,2022-06-24,null,0.0000000,null,null,null
55569,2021-11-23,2024-11-23,3,4.9800000,100.000000,null,5
55570,null,null,1,null,1000.000000,6,5
55571,null,2022-05-10,null,0.0000000,null,null,null
55572,null,null,1,null,1000.000000,6,5
55573,2004-11-15,2022-11-15,1,8.0000000,1000.000000,6,5
55574,null,null,1,null,1000.000000,6,5
55575,2022-03-01,2022-05-31,36,2.0000000,100.000000,null,5
55576,null,2022-03-24,null,null,null,null,null
55577,null,null,1,null,1000.000000,6,3
55578,null,null,1,null,1000.000000,6,5
55579,null,2022-03-25,null,null,null,null,null
55580,null,2022-11-21,null,null,null,null,null
55581,null,2022-08-01,null,null,null,null,null
55582,null,2050-12-01,null,0.0000000,1000.000000,null,null
55583,2020-12-18,2035-12-14,3,3.5000000,1000.000000,1,5
55584,null,null,1,null,1000.000000,6,3
55585,null,null,1,null,1000.000000,6,5
55586,2022-03-10,2024-03-11,5,3.5000000,null,null,5
55587,2022-03-07,2040-08-31,36,null,null,null,5
55588,null,null,1,null,1000.000000,6,5
55589,2006-06-01,2026-06-01,1,3.0000000,50000000.000000,null,5
55590,null,2022-03-24,null,null,null,null,null
55591,null,null,1,null,1000.000000,6,3
55592,null,null,1,null,1000.000000,6,5
55593,null,null,1,null,1000.000000,6,5
55594,null,2022-03-31,null,0.0000000,1000.000000,null,null
55595,null,2022-09-13,null,0.0000000,null,null,null
55596,null,2022-03-25,null,null,null,null,null
55597,2021-08-27,2036-08-27,3,7.1500000,1000000.000000,null,5
55598,2021-11-22,2023-11-22,null,12.6300000,null,null,5
55599,null,2022-03-24,null,null,null,null,null
55600,null,2023-03-02,null,0.0000000,1000.000000,null,null
55601,null,null,1,null,1000.000000,6,5
55602,2007-11-29,2022-11-29,5,null,1000.000000,5,5
55603,null,null,1,null,1000.000000,6,5
55604,2020-04-01,2025-12-25,1,0.6740000,6470000000.000000,null,4
55605,null,null,1,null,1000.000000,6,3
55606,null,null,1,null,1000.000000,6,5
55607,null,2022-03-25,null,null,null,null,null
55608,2007-02-07,2037-01-25,2,null,100000.000000,null,null
55609,null,2022-08-01,null,null,null,null,null
55610,2021-11-26,2022-05-30,2,11.4204000,null,null,5
55611,2021-11-24,2036-11-24,1,3.5200000,100.000000,null,5
55612,null,2022-03-24,null,null,null,null,null
55613,null,2028-11-15,5,8.0000000,1000.000000,5,5
55614,2017-04-27,2024-04-29,3,0.0000000,1000.000000,1,5
55615,null,null,1,null,1000.000000,6,5
55616,null,2022-03-24,null,null,null,null,null
55617,1998-06-19,2028-06-15,1,null,1000.000000,6,5
55618,null,2022-03-25,null,null,null,null,null
55619,null,null,1,null,1000.000000,6,5
55620,null,null,null,null,null,null,null
55621,null,2031-02-10,null,null,null,null,null
55622,null,null,1,null,1000.000000,6,5
55623,null,null,1,null,1000.000000,6,5
55624,null,2022-03-24,null,null,null,null,null
55625,2002-05-07,2032-04-06,3,4.0000000,null,null,5
55626,2022-03-08,2022-09-12,5,6.6100000,null,null,5
55627,2014-08-05,2024-07-31,3,3.0000000,1000.000000,1,3
55628,2021-04-29,2022-04-29,5,11.5000000,1000.000000,null,2
55629,null,null,1,null,1000.000000,6,5
55630,null,2023-03-06,36,9.2714310,null,null,null
55631,null,2022-10-25,null,null,null,null,null
55632,null,2022-03-25,null,null,null,null,null
55633,null,null,1,null,1000.000000,6,5
55634,null,2026-06-01,null,0.0000000,1000.000000,null,null
55635,null,null,1,null,1000.000000,6,3
55636,null,null,1,null,1000.000000,6,3
55637,2022-03-02,2022-12-21,36,6.0000000,1000.000000,null,5
55638,null,2022-03-25,null,null,null,null,null
55639,null,null,1,null,1000.000000,6,5
55640,null,2022-03-25,null,null,null,null,null
